torch implementation took 7.080 seconds to generate 1.486 seconds of audio
         3819036 function calls (3747018 primitive calls) in 9.506 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    16652    0.008    0.000    0.008    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.008    0.008 matexpr.py:1(<module>)
        1    0.000    0.000    0.008    0.008 exported_program.py:1(<module>)
       36    0.000    0.000    0.008    0.000 dimensions.py:221(_eval_power)
      429    0.000    0.000    0.008    0.000 artist.py:1503(number_of_parameters)
     2094    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1493(_get_spec)
        1    0.000    0.000    0.008    0.008 __init__.py:322(_sanity_check)
    98346    0.008    0.000    0.008    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.008    0.008 Image.py:27(<module>)
        1    0.008    0.008    0.008    0.008 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.008    0.008 datapipe.py:1(<module>)
        6    0.000    0.000    0.008    0.001 rnn.py:1(<module>)
        1    0.000    0.000    0.008    0.008 request.py:1(<module>)
       47    0.000    0.000    0.008    0.000 __init__.py:441(_make_elementwise_unary_prim)
11202/8639    0.003    0.000    0.008    0.000 basic.py:153(__hash__)
        5    0.000    0.000    0.008    0.002 dimensions.py:343(<dictcomp>)
        1    0.000    0.000    0.008    0.008 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _afm.py:1(<module>)
       13    0.000    0.000    0.008    0.001 _docscrape.py:563(__init__)
     4131    0.003    0.000    0.007    0.000 artist.py:1522(aliased_name)
    73745    0.007    0.000    0.007    0.000 {method 'get' of 'dict' objects}
      935    0.000    0.000    0.007    0.000 artist.py:1509(is_alias)
        5    0.000    0.000    0.007    0.001 random.py:1(<module>)
     3707    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
      301    0.000    0.000    0.007    0.000 _meta_registrations.py:47(register)
        1    0.000    0.000    0.007    0.007 core.py:4(<module>)
        1    0.000    0.000    0.007    0.007 api.py:41(__init__)
     6559    0.006    0.000    0.007    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.007    0.007 axis3d.py:5(<module>)
     8893    0.007    0.000    0.007    0.000 {method 'splitlines' of 'str' objects}
      100    0.001    0.000    0.007    0.000 __init__.py:500(_make_inplace)
      465    0.001    0.000    0.007    0.000 permutations.py:901(__new__)
      249    0.000    0.000    0.007    0.000 assumptions.py:461(copy)
        1    0.000    0.000    0.007    0.007 products.py:1(<module>)
     4344    0.003    0.000    0.007    0.000 symbol.py:340(_hashable_content)
     1945    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1070(path_stats)
     1674    0.006    0.000    0.007    0.000 _ops.py:100(inner)
       19    0.000    0.000    0.007    0.000 _distn_infrastructure.py:3223(_construct_docstrings)
        1    0.000    0.000    0.007    0.007 _savitzky_golay.py:1(<module>)
       13    0.000    0.000    0.007    0.001 _docscrape.py:140(__init__)
        1    0.000    0.000    0.007    0.007 cm.py:1(<module>)
     3200    0.003    0.000    0.007    0.000 printer.py:258(__init__)
        1    0.000    0.000    0.007    0.007 cparser.py:1(<module>)
        4    0.000    0.000    0.006    0.002 __init__.py:4(<module>)
     4603    0.003    0.000    0.006    0.000 random.py:293(shuffle)
      125    0.000    0.000    0.006    0.000 _distn_infrastructure.py:638(__init__)
      128    0.006    0.000    0.006    0.000 library.py:80(define)
     1230    0.000    0.000    0.006    0.000 tokenize.py:98(_compile)
      102    0.000    0.000    0.006    0.000 dataclasses.py:537(_repr_fn)
        4    0.000    0.000    0.006    0.002 profiler.py:1(<module>)
        1    0.000    0.000    0.006    0.006 unit_definitions.py:1(<module>)
      283    0.000    0.000    0.006    0.000 abc.py:84(__new__)
        1    0.000    0.000    0.006    0.006 _pickle.py:1(<module>)
     9424    0.004    0.000    0.006    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.006    0.006 api.py:137(dlopen)
        1    0.000    0.000    0.006    0.006 quiver.py:1(<module>)
      101    0.002    0.000    0.006    0.000 artist.py:140(<listcomp>)
        1    0.000    0.000    0.006    0.006 api.py:830(_make_ffi_library)
        1    0.000    0.000    0.006    0.006 api.py:804(_load_backend_lib)
       42    0.000    0.000    0.006    0.000 dataclasses.py:548(_frozen_get_del_attr)
      102    0.000    0.000    0.006    0.000 dataclasses.py:573(_cmp_fn)
        1    0.000    0.000    0.006    0.006 summations.py:1(<module>)
        1    0.000    0.000    0.006    0.006 graphs.py:1(<module>)
        2    0.000    0.000    0.006    0.003 callable.py:1(<module>)
    25140    0.005    0.000    0.006    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.006    0.006 error_functions.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _import_utils.py:30(import_dill)
        1    0.000    0.000    0.006    0.006 client.py:1(<module>)
        1    0.000    0.000    0.006    0.006 numbers.py:329(tribonacci)
        1    0.000    0.000    0.006    0.006 yacc.py:3214(yacc)
      303    0.001    0.000    0.006    0.000 textwrap.py:414(dedent)
    27789    0.004    0.000    0.006    0.000 facts.py:533(<genexpr>)
        1    0.000    0.000    0.006    0.006 graph_drawer.py:2(<module>)
        1    0.000    0.000    0.006    0.006 union.py:1(<module>)
    10242    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:389(parent)
        1    0.000    0.000    0.005    0.005 category.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cm.py:40(_gen_cmap_registry)
      791    0.000    0.000    0.005    0.000 c_lexer.py:75(token)
    11719    0.003    0.000    0.005    0.000 sre_parse.py:254(get)
     1913    0.005    0.000    0.005    0.000 {built-in method torch._C._dispatch_has_kernel}
        5    0.000    0.000    0.005    0.001 conv.py:1(<module>)
        1    0.000    0.000    0.005    0.005 py3k.py:1(<module>)
     2094    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
      240    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
     5571    0.003    0.000    0.005    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.005    0.005 shape_prop.py:3(<module>)
     2585    0.003    0.000    0.005    0.000 inspect.py:493(unwrap)
        2    0.000    0.000    0.005    0.003 exponential.py:1(<module>)
      737    0.002    0.000    0.005    0.000 inspect.py:1812(_signature_bound_method)
 3113/919    0.004    0.000    0.005    0.000 sre_parse.py:174(getwidth)
     1945    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
        1    0.000    0.000    0.005    0.005 iterables.py:1(<module>)
        5    0.000    0.000    0.005    0.001 sets.py:1921(__new__)
       18    0.000    0.000    0.005    0.000 rcsetup.py:724(validate_cycler)
     5116    0.002    0.000    0.005    0.000 posixpath.py:60(isabs)
      240    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
      791    0.002    0.000    0.005    0.000 lex.py:305(token)
    15896    0.004    0.000    0.005    0.000 sre_parse.py:164(__getitem__)
    19246    0.003    0.000    0.005    0.000 posixpath.py:41(_get_sep)
     2269    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.005    0.005 common.py:2(<module>)
      459    0.001    0.000    0.005    0.000 permutations.py:353(list)
        2    0.000    0.000    0.005    0.002 _meta_registrations.py:3072(wrapper)
       13    0.000    0.000    0.005    0.000 _docscrape.py:371(_parse)
     9939    0.003    0.000    0.005    0.000 typing.py:646(_is_dunder)
      627    0.003    0.000    0.005    0.000 sre_compile.py:276(_optimize_charset)
        1    0.000    0.000    0.005    0.005 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.005    0.005 helpers.py:2(<module>)
       53    0.000    0.000    0.005    0.000 typing.py:1591(_make_nmtuple)
        1    0.000    0.000    0.005    0.005 _memory_profiler.py:1(<module>)
        2    0.000    0.000    0.005    0.002 __init__.py:339(__init__)
        1    0.000    0.000    0.005    0.005 common.py:8(pyparsing_common)
        4    0.000    0.000    0.005    0.001 transforms.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _freeze.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _resampling.py:1(<module>)
       47    0.000    0.000    0.005    0.000 __init__.py:1305(_add_data_doc)
        1    0.000    0.000    0.005    0.005 __init__.py:167(_load_global_deps)
       29    0.000    0.000    0.005    0.000 __init__.py:456(_make_elementwise_binary_prim)
        2    0.005    0.002    0.005    0.002 {built-in method _ctypes.dlopen}
       76    0.000    0.000    0.005    0.000 _meta_registrations.py:3073(register)
       24    0.000    0.000    0.005    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.005    0.005 trigonometric.py:1(<module>)
        1    0.000    0.000    0.005    0.005 module.py:1(<module>)
        1    0.000    0.000    0.005    0.005 dataclasses.py:1(<module>)
        2    0.000    0.000    0.005    0.002 dense.py:1(<module>)
        7    0.000    0.000    0.004    0.001 power.py:1042(_eval_expand_power_base)
        1    0.000    0.000    0.004    0.004 serialization.py:1(<module>)
       52    0.000    0.000    0.004    0.000 expr.py:220(__rmul__)
        1    0.000    0.000    0.004    0.004 decorator.py:1(<module>)
        5    0.000    0.000    0.004    0.001 miscellaneous.py:67(sqrt)
      316    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
     1470    0.001    0.000    0.004    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.004    0.004 matmul.py:1(<module>)
      587    0.001    0.000    0.004    0.000 sorting.py:180(_nodes)
        1    0.000    0.000    0.004    0.004 comparison.py:1(<module>)
    20468    0.004    0.000    0.004    0.000 {method 'rpartition' of 'str' objects}
     9045    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.004    0.004 _script.py:1(<module>)
     5835    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
      240    0.004    0.000    0.004    0.000 {built-in method posix.listdir}
       41    0.000    0.000    0.004    0.000 _add_newdocs_scalars.py:62(<genexpr>)
    29345    0.004    0.000    0.004    0.000 assumptions.py:469(as_property)
       21    0.000    0.000    0.004    0.000 platform.py:890(system)
       38    0.000    0.000    0.004    0.000 platform.py:752(uname)
        1    0.000    0.000    0.004    0.004 yacc.py:1978(read_table)
        1    0.000    0.000    0.004    0.004 platform.py:609(_syscmd_uname)
        1    0.000    0.000    0.004    0.004 _morestats.py:1(<module>)
        1    0.000    0.000    0.004    0.004 artist.py:1(<module>)
        1    0.000    0.000    0.004    0.004 ssl.py:4(<module>)
    30832    0.004    0.000    0.004    0.000 {method 'endswith' of 'str' objects}
      314    0.001    0.000    0.004    0.000 overrides.py:170(decorator)
      856    0.001    0.000    0.004    0.000 inspect.py:2865(replace)
      142    0.000    0.000    0.004    0.000 wrappers.py:112(__call__)
        1    0.000    0.000    0.004    0.004 index_tricks.py:1(<module>)
       72    0.001    0.000    0.004    0.000 {built-in method builtins.eval}
       85    0.000    0.000    0.004    0.000 deprecation.py:416(make_keyword_only)
        1    0.000    0.000    0.004    0.004 _linprog.py:1(<module>)
     1945    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
        2    0.000    0.000    0.004    0.002 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.004    0.004 symbol.py:1(<module>)
    15637    0.004    0.000    0.004    0.000 sre_parse.py:233(__next)
        1    0.000    0.000    0.004    0.004 _parser.py:2(<module>)
5689/4550    0.002    0.000    0.004    0.000 typing.py:720(__hash__)
     5740    0.004    0.000    0.004    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.004    0.004 fft.py:1(<module>)
        1    0.000    0.000    0.004    0.004 table.py:9(<module>)
        1    0.000    0.000    0.004    0.004 net_min_base.py:1(<module>)
        7    0.000    0.000    0.004    0.001 util.py:1(<module>)
     5497    0.003    0.000    0.004    0.000 basic.py:126(__new__)
    19306    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.004    0.004 _root.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _geometric_slerp.py:1(<module>)
        3    0.000    0.000    0.004    0.001 version.py:4(<module>)
      459    0.001    0.000    0.004    0.000 permutations.py:384(<listcomp>)
        1    0.000    0.000    0.004    0.004 complexes.py:1(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:26(<module>)
      459    0.001    0.000    0.004    0.000 permutations.py:432(__init__)
       10    0.000    0.000    0.004    0.000 dataclasses.py:1168(make_dataclass)
  901/751    0.001    0.000    0.004    0.000 containers.py:98(__eq__)
        1    0.000    0.000    0.004    0.004 parser.py:5(<module>)
       13    0.000    0.000    0.004    0.000 enum.py:483(_convert_)
        3    0.000    0.000    0.004    0.001 patches.py:2189(__init_subclass__)
      256    0.000    0.000    0.004    0.000 {method 'sort' of 'list' objects}
        5    0.000    0.000    0.004    0.001 linear_relu.py:1(<module>)
    17104    0.003    0.000    0.004    0.000 numbers.py:2284(__hash__)
      140    0.000    0.000    0.004    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.004    0.004 _tensor.py:1(<module>)
        6    0.000    0.000    0.004    0.001 patches.py:2231(pprint_styles)
      406    0.001    0.000    0.004    0.000 mul.py:467(_gather)
       27    0.000    0.000    0.004    0.000 singleton.py:171(__init__)
        1    0.000    0.000    0.004    0.004 runtests.py:1(<module>)
        1    0.000    0.000    0.004    0.004 scale.py:1(<module>)
      937    0.003    0.000    0.004    0.000 {method 'sub' of 're.Pattern' objects}
       60    0.000    0.000    0.004    0.000 linecache.py:82(updatecache)
       32    0.000    0.000    0.004    0.000 doccer.py:225(decorate)
       32    0.000    0.000    0.004    0.000 colors.py:1026(from_list)
        1    0.000    0.000    0.004    0.004 find_first_use_of_broken_modules.py:1(<module>)
        1    0.000    0.000    0.004    0.004 quantization_mappings.py:1(<module>)
        2    0.000    0.000    0.004    0.002 distance.py:1(<module>)
        3    0.000    0.000    0.004    0.001 matrices.py:1(<module>)
     7384    0.004    0.000    0.004    0.000 {method 'replace' of 'str' objects}
       20    0.000    0.000    0.004    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.004    0.004 feedparser.py:5(<module>)
       11    0.000    0.000    0.003    0.000 core.py:1076(parse_string)
      601    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.003    0.003 _filters.py:31(<module>)
        2    0.000    0.000    0.003    0.002 bessel.py:1(<module>)
       20    0.000    0.000    0.003    0.000 traceback.py:321(extract)
    12811    0.002    0.000    0.003    0.000 conflict.py:15(<genexpr>)
        5    0.000    0.000    0.003    0.001 add.py:693(_eval_is_zero)
        1    0.000    0.000    0.003    0.003 _axis_nan_policy.py:7(<module>)
    45727    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.003    0.003 _guards.py:1(<module>)
        6    0.000    0.000    0.003    0.001 patches.py:2235(<listcomp>)
